ChannelNumber	N(E)	W	P	G(Z,W)	Value	Energy(MeV)
156.0	452.0	1.9158512720156555	1.6341622001759817	21.03506187988728	2.419555167502805	0.468
157.0	387.0	1.9217221135029354	1.6410410968425468	21.008152988400713	2.23342287096787	0.471
158.0	429.0	1.927592954990215	1.6479121943015986	20.981361655478597	2.345829701968258	0.474
159.0	395.0	1.9334637964774952	1.6547755897067038	20.954686904577095	2.245545789332025	0.477
160.0	455.0	1.939334637964775	1.661631378498241	20.92812777304707	2.40429500901252	0.48
161.0	399.0	1.9452054794520548	1.6684796544430196	20.901683311812434	2.246106434160728	0.483
162.0	370.0	1.9510763209393347	1.6753205096727521	20.875352585057787	2.1577925738959034	0.486
163.0	341.0	1.9569471624266144	1.6821540347214277	20.84913466992498	2.0665888046261087	0.489
164.0	386.0	1.9628180039138943	1.688980318561624	20.823028656218316	2.1935203661875646	0.492
165.0	352.0	1.9686888454011742	1.6957994486397878	20.79703364611813	2.089746246940085	0.495
166.0	356.0	1.9745596868884538	1.7026115109105273	20.771148753902388	2.096642934400924	0.498
167.0	328.0	1.980430528375734	1.7094165898699443	20.7453731056761	2.0077825920406793	0.501
168.0	339.0	1.9863013698630136	1.7162147685880356	20.71970583910832	2.036399183818907	0.504
169.0	331.0	1.9921722113502935	1.723006128740208	20.694146103176283	2.0075360997489224	0.507
170.0	324.0	1.9980430528375734	1.7297907506379175	20.66869305791674	1.9815779238352893	0.51
171.0	314.0	2.003913894324853	1.7365687132584757	20.64334587418396	1.9462369922832452	0.513
172.0	275.0	2.009784735812133	1.7433400942740473	20.61810373341443	1.8171569660722244	0.516
173.0	271.0	2.015655577299413	1.7501049700798605	20.592965827397833	1.799736279938418	0.519
174.0	250.0	2.021526418786693	1.7568634158216603	20.567931358054228	1.7246273767916067	0.522
175.0	229.0	2.0273972602739727	1.7636155054224292	20.542999537217213	1.6468231284084567	0.525
176.0	241.0	2.0332681017612524	1.7703613116083978	20.518169586422793	1.6855613578955801	0.528
177.0	271.0	2.039138943248532	1.7771009059343648	20.49344073670389	1.7833245426800834	0.531
178.0	214.0	2.045009784735812	1.7838343588083545	20.468812228390235	1.5811212493101348	0.534
179.0	223.0	2.0508806262230923	1.7905617395156257	20.44428331091354	1.6103716030271427	0.537
180.0	180.0	2.056751467710372	1.7972831162420597	20.419853242617688	1.443537692828226	0.54
181.0	214.0	2.0626223091976517	1.8039985560969425	20.395521308514045	1.5704342949422412	0.543
182.0	189.0	2.0684931506849313	1.8107081251351567	20.37128707495492	1.4725416263730282	0.546
183.0	178.0	2.0743639921722115	1.8174118883788106	20.34715032742921	1.4258480274928513	0.549
184.0	172.0	2.080234833659491	1.8241099098383111	20.323110862648768	1.3984816298374025	0.552
185.0	152.0	2.0861056751467713	1.8308022525329068	20.299168482807357	1.3117357812724264	0.555
186.0	155.0	2.091976516634051	1.8374889785107114	20.275322995469935	1.3216764548595628	0.558
187.0	136.0	2.0978473581213306	1.8441701488682236	20.25157421346487	1.2352821761659432	0.561
188.0	189.0	2.1037181996086103	1.8508458237693632	20.227921954778758	1.4530069891165542	0.564
189.0	141.0	2.1095890410958904	1.857516062464031	20.20436604245391	1.2522443520952853	0.567
190.0	130.0	2.1154598825831705	1.864180923306212	20.180906304488303	1.1997659970512318	0.57
191.0	144.0	2.12133072407045	1.8708404637716334	20.157542573738063	1.25995220559624	0.573
192.0	111.0	2.12720156555773	1.8774947404749918	20.134274687822234	1.1037859223534436	0.576
193.0	135.0	2.1330724070450096	1.884143809186759	20.111102489029978	1.2146281633961098	0.579
194.0	109.0	2.1389432485322897	1.8907877248495835	20.088025824229913	1.089043828216365	0.582
195.0	98.0	2.14481409001957	1.897426541594292	20.065044544781692	1.0303939966936577	0.585
196.0	106.0	2.1506849315068495	1.904060312755513	20.042158506449713	1.069310654468585	0.588
197.0	76.0	2.156555772994129	1.9106890908869256	20.01936756931882	0.9034849549184668	0.591
198.0	93.0	2.162426614481409	1.9173129277761436	19.99667159771207	0.9972894831356902	0.594
199.0	91.0	2.168297455968689	1.9239318744592515	19.974070460110404	0.9843930687823769	0.597
200.0	91.0	2.1741682974559686	1.9305459812349939	19.951564029074238	0.9822885103680111	0.6
201.0	76.0	2.1800391389432487	1.9371552976786401	19.929152181166845	0.8957732592679317	0.603
202.0	71.0	2.1859099804305284	1.9437598726555174	19.906834796879547	0.863964295840247	0.606
203.0	50.0	2.191780821917808	1.9503597543342361	19.88461176055862	0.7234846506928078	0.609
204.0	68.0	2.1976516634050878	1.9569549901996084	19.86248296033395	0.8419355185748739	0.612
205.0	55.0	2.203522504892368	1.9635456270652678	19.840448288049224	0.7555933273957338	0.615
206.0	56.0	2.209393346379648	1.9701317110860022	19.818507639193776	0.7608262663049201	0.618
207.0	45.0	2.2152641878669277	1.9767132877698066	19.796660912836007	0.6805887374457633	0.621
208.0	60.0	2.2211350293542074	1.9832904019896622	19.774908011558235	0.7842299566819131	0.624
209.0	43.0	2.227005870841487	1.989863097995048	19.7532488413931	0.6625117703627056	0.627
210.0	43.0	2.232876712328767	1.9964314194231978	19.731683311761298	0.6611308383548744	0.63
211.0	46.0	2.2387475538160473	2.0029954093101	19.71021132287278	0.6823829251708875	0.633
212.0	33.0	2.244618395303327	2.009555110101259	19.68883242138184	0.5767724010098149	0.636
213.0	30.0	2.2504892367906066	2.016110563662213	19.66754575911297	0.548793049668004	0.639
214.0	31.0	2.2563600782778863	2.022661811288825	19.646350472879792	0.5567131709665734	0.642
215.0	25.0	2.2622309197651664	2.02920889371734	19.62524570557613	0.49891380261409685	0.645
216.0	34.0	2.268101761252446	2.035751851134231	19.604230606068885	0.5806334095369663	0.648
217.0	27.0	2.2739726027397262	2.0422907231858263	19.583304329093316	0.5163612787639723	0.651
218.0	24.0	2.279843444227006	2.048825548987726	19.562466035150504	0.48583499622961157	0.654
219.0	18.0	2.2857142857142856	2.0553563671340225	19.541714890407114	0.4198875266939247	0.657
220.0	20.0	2.2915851272015653	2.061883215706315	19.52105006659724	0.44170001625275984	0.66
221.0	13.0	2.2974559686888454	2.0684061322825364	19.50047074092644	0.3553873227131485	0.663
222.0	6.0	2.3033268101761255	2.074925153945589	19.47997609597769	0.24094940193859454	0.666
223.0	6.0	2.309197651663405	2.0814403172917992	19.459565319619507	0.24046282809070169	0.669
224.0	6.0	2.315068493150685	2.0879516584391946	19.43923760491583	0.23997840727738576	0.672
225.0	9.0	2.3209393346379645	2.094459213035603	19.418992150037948	0.29332165229839974	0.675
226.0	9.0	2.3268101761252447	2.1009630162665864	19.398828158178173	0.2927335855788382	0.678
227.0	10.0	2.3326810176125248	2.1074631028632043	19.37874483746541	0.30795114455257366	0.681
228.0	6.0	2.3385518590998045	2.113959507109621	19.358741400882387	0.23806199065876757	0.684
229.0	6.0	2.344422700587084	2.1204522628505544	19.338817066184642	0.23758813838432816	0.687
230.0	3.0	2.350293542074364	2.1269414034985683	19.31897105582123	0.16766658707789417	0.69
231.0	6.0	2.356164383561644	2.1334269620412183	19.299202596856947	0.23664664720505615	0.693
232.0	2.0	2.3620352250489236	2.139908971048049	19.279510920896275	0.1363579996482403	0.696
233.0	0.0	2.3679060665362037	2.1463874626774535	19.25989526400874	0.0	0.699
234.0	4.0	2.3737769080234834	2.1528624686833875	19.240354866655927	0.19208062315627458	0.702
235.0	6.0	2.379647749510763	2.159334020421954	19.220888973619832	0.23478817244014114	0.705
236.0	3.0	2.3855185909980428	2.1658021488578516	19.20149683393278	0.1656953342118967	0.708
237.0	2.0	2.391389432485323	2.1722668845706954	19.182177700808644	0.1350254822637395	0.711
238.0	0.0	2.397260273972603	2.1787282577612106	19.1629308315755	0.0	0.714
239.0	0.0	2.4031311154598827	2.185186298257304	19.143755487609642	0.0	0.717
240.0	2.0	2.4090019569471623	2.191641035520018	19.124650934270797	0.13423973510324308	0.72
241.0	2.0	2.414872798434442	2.1980924986493617	19.105616440838734	0.13398007325489197	0.723
242.0	1.0	2.420743639921722	2.20454071639003	19.08665131185364	0.09455539881043823	0.726
243.0	0.0	2.4266144814090023	2.210985717137015	19.067755174752513	0.0	0.729
244.0	0.0	2.432485322896282	2.217427528941099	19.048927845696532	0.0	0.732
245.0	1.0	2.4383561643835616	2.223866179514252	19.030169145271113	0.09401161937751244	0.735
246.0	0.0	2.4442270058708413	2.2303016962349145	19.01147889612515	0.0	0.738
247.0	1.0	2.4500978473581214	2.236734106153188	18.992856922938927	0.09365294160284386	0.741
248.0	0.0	2.455968688845401	2.243163435995915	18.974303052392692	0.0	0.744
249.0	0.0	2.461839530332681	2.2495897121716744	18.95581711313575	0.0	0.747
250.0	2.0	2.467710371819961	2.256012960775671	18.93739893575617	0.131692380254255	0.75
251.0	1.0	2.4735812133072406	2.2624332075945404	18.919048352751123	0.09294460425783353	0.753
252.0	0.0	2.4794520547945202	2.2688504781110566	18.90076519849771	0.0	0.756
253.0	0.0	2.4853228962818004	2.275264797508755	18.882549309224355	0.0	0.759
254.0	0.0	2.4911937377690805	2.281676190676469	18.864400522982784	0.0	0.762
255.0	0.0	2.49706457925636	2.2880846822127765	18.846318679620445	0.0	0.765
256.0	0.0	2.50293542074364	2.2944902964303733	18.828303620753527	0.0	0.768
257.0	0.0	2.5088062622309195	2.300893057360354	18.810355189740406	0.0	0.771
258.0	2.0	2.5146771037181996	2.307292988756424	18.792473231655617	0.12973011412710073	0.774
259.0	0.0	2.5205479452054798	2.3136901140990265	18.774657593264312	0.0	0.777
260.0	1.0	2.5264187866927594	2.320084456599396	18.756908122997196	0.09139323125668022	0.78
261.0	0.0	2.532289628180039	2.3264760392035417	18.73922467092585	0.0	0.783
262.0	0.0	2.538160469667319	2.3328648845961535	18.72160708873862	0.0	0.786
263.0	0.0	2.544031311154599	2.339251015204437	18.7040552297168	0.0	0.789
264.0	1.0	2.5499021526418786	2.345634453201881	18.68656894871141	0.09072180881135024	0.792
265.0	0.0	2.5557729941291587	2.35201522051196	18.66914810212026	0.0	0.795
266.0	0.0	2.5616438356164384	2.358393338811764	18.651792547865465	0.0	0.798
267.0	3.0	2.567514677103718	2.3647688295355658	18.634502145371393	0.1562747437035274	0.801
268.0	0.0	2.5733855185909977	2.3711417138783286	18.61727675554298	0.0	0.804
269.0	1.0	2.579256360078278	2.377512012799146	18.600116240744434	0.08989750958377356	0.807
270.0	1.0	2.585127201565558	2.3838797470246216	18.5830204647783	0.08973459972941011	0.81
271.0	0.0	2.5909980430528377	2.3902449370521914	18.565989292864955	0.0	0.813
272.0	0.0	2.5968688845401173	2.396607603153389	18.549022591622354	0.0	0.816
273.0	3.0	2.602739726027397	2.402967765377049	18.532120206169974	0.1545849935793595	0.819
274.0	1.0	2.608610567514677	2.4093254435524574	18.51528136474114	0.08908930945342121	0.822
275.0	1.0	2.6144814090019572	2.415680657292445	18.498504624304356	0.08892955738123194	0.825
276.0	1.0	2.620352250489237	2.422033425996431	18.481788512092862	0.08877043028436422	0.828
277.0	0.0	2.6262230919765166	2.4283837688534105	18.465131559710258	0.0	0.831
278.0	1.0	2.6320939334637963	2.434731704844893	18.44853230306937	0.08845404649144264	0.834
279.0	1.0	2.6379647749510764	2.441077252747787	18.431989282332214	0.08829678757925936	0.837
280.0	0.0	2.643835616438356	2.4474204311372376	18.415501041850945	0.0	0.84
281.0	0.0	2.649706457925636	2.4537612583894184	18.399066130109855	0.0	0.843
282.0	0.0	2.655577299412916	2.460099752684268	18.382683099668355	0.0	0.846
283.0	1.0	2.6614481409001955	2.46643593200819	18.366350507104887	0.08767394682291016	0.849
284.0	2.0	2.6673189823874752	2.4727698141566994	18.350066912961807	0.12377166010459156	0.852
285.0	0.0	2.6731898238747553	2.4791014167370293	18.333830881691245	0.0	0.855
286.0	0.0	2.6790606653620355	2.4854307571706906	18.317640981601794	0.0	0.858
287.0	0.0	2.684931506849315	2.4917578526959905	18.30149578480612	0.0	0.861
288.0	0.0	2.690802348336595	2.4980827203705114	18.285393867169493	0.0	0.864
289.0	3.0	2.6966731898238745	2.504405377073542	18.269333808259116	0.15026953910676596	0.867
290.0	0.0	2.7025440313111546	2.5107258395084773	18.253314191294308	0.0	0.87
291.0	0.0	2.7084148727984347	2.517044124205168	18.23733360309754	0.0	0.873
292.0	0.0	2.7142857142857144	2.523360247522242	18.221390634046234	0.0	0.876
293.0	0.0	2.720156555772994	2.5296742256493814	18.20548387802541	0.0	0.879
294.0	0.0	2.7260273972602738	2.5359860746095637	18.189611932381037	0.0	0.882
295.0	0.0	2.731898238747554	2.542295810261266	18.1737733978742	0.0	0.885
296.0	0.0	2.7377690802348336	2.548603448300635	18.157966878636028	0.0	0.888
297.0	0.0	2.7436399217221137	2.554909004263621	18.142190982123267	0.0	0.891
298.0	0.0	2.7495107632093934	2.561212493528075	18.12644431907467	0.0	0.894
299.0	0.0	2.755381604696673	2.567513931315819	18.110725503468018	0.0	0.897
300.0	0.0	2.7612524461839527	2.5738133326946735	18.095033152477903	0.0	0.9
301.0	0.0	2.767123287671233	2.5801107125804608	18.07936588643409	0.0	0.903
302.0	2.0	2.772994129158513	2.58640608573897	18.063722328780642	0.11999479920599768	0.906
303.0	0.0	2.7788649706457926	2.5926994667878964	18.048101106035638	0.0	0.909
304.0	0.0	2.7847358121330723	2.5989908701987474	18.03250084775155	0.0	0.912
305.0	2.0	2.790606653620352	2.605280310298717	18.01692046845296	0.11939223762208052	0.915
306.0	0.0	2.796477495107632	2.6115678012725336	18.001360722459815	0.0	0.918
307.0	0.0	2.8023483365949122	2.617853357164276	17.9858230990902	0.0	0.921
308.0	0.0	2.808219178082192	2.624136991879163	17.970309087287415	0.0	0.924
309.0	0.0	2.8140900195694716	2.630418719185314	17.954820173681544	0.0	0.927
310.0	1.0	2.8199608610567513	2.636698552715485	17.939357842618765	0.08372467547197626	0.93
311.0	0.0	2.8258317025440314	2.642976505968772	17.923923576190194	0.0	0.933
312.0	0.0	2.831702544031311	2.649252592312292	17.90851885426033	0.0	0.936
313.0	0.0	2.837573385518591	2.6555268249828394	17.893145154494988	0.0	0.939
314.0	0.0	2.843444227005871	2.661799217088512	17.877803952388888	0.0	0.942
315.0	0.0	2.8493150684931505	2.6680697816103174	17.862496721292715	0.0	0.945
316.0	0.0	2.85518590998043	2.674338531403752	17.847224932439886	0.0	0.948
317.0	1.0	2.8610567514677103	2.6806054792003553	17.8319900549728	0.08277012686916646	0.951
318.0	0.0	2.8669275929549904	2.686870637609242	17.816793555968744	0.0	0.954
